Time,110k Dis,110k For,LVDT 1VE,LVDT 2VW,SP2VBL,avg lvdt's,avg lvdt's2,110k For2
+000:01:10,-0.014322,-3.180976,0.001751,0.007232,-0.000012,0.0044915,0.0044915,3.180976
+000:01:10,-0.014751,-3.185598,0.001564,0.007017,-0.000104,0.0042905,0.0042905,3.185598
+000:01:10,-0.015126,-3.188334,0.001459,0.006958,-0.000219,0.0042085,0.0042085,3.188334
+000:01:10,-0.015377,-3.190624,0.001536,0.007145,-0.000285,0.0043405,0.0043405,3.190624
+000:01:10,-0.015447,-3.193008,0.001622,0.007253,-0.000239,0.0044375,0.0044375,3.193008
+000:01:10,-0.015436,-3.196486,0.001527,0.007061,-0.000162,0.004294,0.004294,3.196486
+000:01:10,-0.015414,-3.201793,0.001343,0.006792,-0.000133,0.0040675,0.0040675,3.201793
+000:01:10,-0.015266,-3.209033,0.001339,0.006797,-0.000112,0.004068,0.004068,3.209033
+000:01:11,-0.014888,-3.216387,0.001529,0.007078,-0.000089,0.0043035,0.0043035,3.216387
+000:01:11,-0.014314,-3.224249,0.00175,0.007372,-0.000096,0.004561,0.004561,3.224249
+000:01:11,-0.013779,-3.236085,0.001771,0.007391,-0.000115,0.004581,0.004581,3.236085
+000:01:11,-0.013454,-3.251911,0.001602,0.00723,-0.000133,0.004416,0.004416,3.251911
+000:01:11,-0.013229,-3.266893,0.001525,0.00725,-0.000192,0.0043875,0.0043875,3.266893
+000:01:11,-0.013066,-3.280572,0.001615,0.007483,-0.00031,0.004549,0.004549,3.280572
+000:01:11,-0.013077,-3.299047,0.001703,0.007654,-0.000341,0.0046785,0.0046785,3.299047
+000:01:11,-0.013339,-3.323637,0.001603,0.007511,-0.000221,0.004557,0.004557,3.323637
+000:01:11,-0.013701,-3.34987,0.00139,0.007216,-0.000122,0.004303,0.004303,3.34987
+000:01:11,-0.014018,-3.373581,0.001322,0.007151,-0.000087,0.0042365,0.0042365,3.373581
+000:01:12,-0.01438,-3.390873,0.001454,0.007358,-0.000105,0.004406,0.004406,3.390873
+000:01:12,-0.014743,-3.398356,0.001642,0.007583,-0.000264,0.0046125,0.0046125,3.398356
+000:01:12,-0.014996,-3.396012,0.001651,0.00752,-0.00051,0.0045855,0.0045855,3.396012
+000:01:12,-0.015239,-3.388196,0.001484,0.007256,-0.000657,0.00437,0.00437,3.388196
+000:01:12,-0.015537,-3.380212,0.001419,0.007187,-0.000613,0.004303,0.004303,3.380212
+000:01:12,-0.015765,-3.375014,0.001544,0.007389,-0.000486,0.0044665,0.0044665,3.375014
+000:01:12,-0.015769,-3.372503,0.001721,0.007608,-0.000387,0.0046645,0.0046645,3.372503
+000:01:12,-0.01563,-3.371978,0.001716,0.007539,-0.000316,0.0046275,0.0046275,3.371978
+000:01:12,-0.01553,-3.373914,0.001535,0.00727,-0.000277,0.0044025,0.0044025,3.373914
+000:01:12,-0.015403,-3.378499,0.001457,0.007197,-0.000287,0.004327,0.004327,3.378499
+000:01:13,-0.015169,-3.384797,0.00157,0.007395,-0.000289,0.0044825,0.0044825,3.384797
+000:01:13,-0.014945,-3.392551,0.001718,0.007611,-0.000255,0.0046645,0.0046645,3.392551
+000:01:13,-0.014866,-3.403088,0.001695,0.00758,-0.000286,0.0046375,0.0046375,3.403088
+000:01:13,-0.014926,-3.417397,0.001584,0.007433,-0.000395,0.0045085,0.0045085,3.417397
+000:01:13,-0.015011,-3.434744,0.001626,0.007505,-0.000404,0.0045655,0.0045655,3.434744
+000:01:13,-0.015145,-3.45373,0.001744,0.007671,-0.000248,0.0047075,0.0047075,3.45373
+000:01:13,-0.0154,-3.47425,0.00178,0.007684,-0.000097,0.004732,0.004732,3.47425
+000:01:13,-0.015713,-3.495955,0.00178,0.007657,-0.000015,0.0047185,0.0047185,3.495955
+000:01:13,-0.015997,-3.517497,0.001859,0.007788,-0.000019,0.0048235,0.0048235,3.517497
+000:01:13,-0.016219,-3.538933,0.002021,0.00805,-0.000173,0.0050355,0.0050355,3.538933
+000:01:14,-0.016445,-3.561451,0.001982,0.008093,-0.000399,0.0050375,0.0050375,3.561451
+000:01:14,-0.016654,-3.582772,0.001658,0.007812,-0.000533,0.004735,0.004735,3.582772
+000:01:14,-0.016736,-3.598777,0.001396,0.007606,-0.000492,0.004501,0.004501,3.598777
+000:01:14,-0.016749,-3.612297,0.001358,0.007687,-0.000367,0.0045225,0.0045225,3.612297
+000:01:14,-0.016838,-3.630492,0.001425,0.007865,-0.000263,0.004645,0.004645,3.630492
+000:01:14,-0.017009,-3.655489,0.001373,0.007829,-0.000212,0.004601,0.004601,3.655489
+000:01:14,-0.017118,-3.682599,0.00121,0.007638,-0.000213,0.004424,0.004424,3.682599
+000:01:14,-0.017057,-3.705888,0.001209,0.007666,-0.000257,0.0044375,0.0044375,3.705888
+000:01:14,-0.016813,-3.723568,0.001392,0.007932,-0.000296,0.004662,0.004662,3.723568
+000:01:14,-0.01639,-3.736973,0.001559,0.008108,-0.000286,0.0048335,0.0048335,3.736973
+000:01:15,-0.015866,-3.747724,0.00154,0.007971,-0.000318,0.0047555,0.0047555,3.747724
+000:01:15,-0.015461,-3.755768,0.001445,0.007744,-0.000426,0.0045945,0.0045945,3.755768
+000:01:15,-0.015304,-3.760624,0.001509,0.007781,-0.000431,0.004645,0.004645,3.760624
+000:01:15,-0.01532,-3.764593,0.00171,0.008043,-0.000258,0.0048765,0.0048765,3.764593
+000:01:15,-0.015405,-3.772417,0.001862,0.008187,-0.000086,0.0050245,0.0050245,3.772417
+000:01:15,-0.015568,-3.786809,0.00183,0.008024,0.000006,0.004927,0.004927,3.786809
+000:01:15,-0.015888,-3.806508,0.001743,0.007856,0.000065,0.0047995,0.0047995,3.806508
+000:01:15,-0.016283,-3.829734,0.001788,0.007962,0.000067,0.004875,0.004875,3.829734
+000:01:15,-0.016634,-3.853618,0.001854,0.008053,0.000008,0.0049535,0.0049535,3.853618
+000:01:15,-0.016909,-3.873751,0.001848,0.007926,0.00002,0.004887,0.004887,3.873751
+000:01:16,-0.017113,-3.889861,0.001876,0.00787,0.000157,0.004873,0.004873,3.889861
+000:01:16,-0.017295,-3.905511,0.002005,0.008066,0.00026,0.0050355,0.0050355,3.905511
+000:01:16,-0.017448,-3.921055,0.002147,0.008287,0.000235,0.005217,0.005217,3.921055
+000:01:16,-0.01755,-3.935885,0.002106,0.008225,0.000093,0.0051655,0.0051655,3.935885
+000:01:16,-0.017652,-3.952502,0.001931,0.008006,-0.000122,0.0049685,0.0049685,3.952502
+000:01:16,-0.017705,-3.971823,0.001884,0.008006,-0.000339,0.004945,0.004945,3.971823
+000:01:16,-0.017522,-3.990963,0.001984,0.008226,-0.000487,0.005105,0.005105,3.990963
+000:01:16,-0.017121,-4.007403,0.002049,0.00833,-0.00051,0.0051895,0.0051895,4.007403
+000:01:16,-0.016714,-4.022578,0.001947,0.008128,-0.000472,0.0050375,0.0050375,4.022578
+000:01:16,-0.016415,-4.038316,0.001805,0.007928,-0.000453,0.0048665,0.0048665,4.038316
+000:01:17,-0.01615,-4.055741,0.00183,0.008047,-0.000348,0.0049385,0.0049385,4.055741
+000:01:17,-0.015907,-4.075923,0.00196,0.00832,-0.000111,0.00514,0.00514,4.075923
+000:01:17,-0.016222,-4.097597,0.002027,0.00843,0.000086,0.0052285,0.0052285,4.097597
+000:01:17,-0.01735,-4.11927,0.001967,0.008325,0.000171,0.005146,0.005146,4.11927
+000:01:17,-0.018568,-4.140224,0.001911,0.008271,0.000197,0.005091,0.005091,4.140224
+000:01:17,-0.019324,-4.160199,0.001983,0.008457,0.000162,0.00522,0.00522,4.160199
+000:01:17,-0.019723,-4.180894,0.00205,0.008659,0.000072,0.0053545,0.0053545,4.180894
+000:01:17,-0.01988,-4.203463,0.002009,0.008656,0.000052,0.0053325,0.0053325,4.203463
+000:01:17,-0.019769,-4.224253,0.001942,0.008581,0.000168,0.0052615,0.0052615,4.224253
+000:01:17,-0.019476,-4.239939,0.001964,0.008667,0.000282,0.0053155,0.0053155,4.239939
+000:01:18,-0.019149,-4.252537,0.002081,0.00891,0.000312,0.0054955,0.0054955,4.252537
+000:01:18,-0.018846,-4.262685,0.002029,0.008932,0.000224,0.0054805,0.0054805,4.262685
+000:01:18,-0.018544,-4.270204,0.001732,0.00861,-0.000002,0.005171,0.005171,4.270204
+000:01:18,-0.018247,-4.278569,0.001523,0.008375,-0.000265,0.004949,0.004949,4.278569
+000:01:18,-0.017976,-4.290862,0.001548,0.008435,-0.000448,0.0049915,0.0049915,4.290862
+000:01:18,-0.017703,-4.306919,0.001661,0.008559,-0.000531,0.00511,0.00511,4.306919
+000:01:18,-0.017432,-4.322873,0.001639,0.008453,-0.000622,0.005046,0.005046,4.322873
+000:01:18,-0.017162,-4.335869,0.001514,0.008228,-0.00075,0.004871,0.004871,4.335869
+000:01:18,-0.016937,-4.346668,0.001533,0.008246,-0.000745,0.0048895,0.0048895,4.346668
+000:01:18,-0.016817,-4.355993,0.001704,0.008499,-0.000569,0.0051015,0.0051015,4.355993
+000:01:19,-0.016815,-4.363502,0.001837,0.008662,-0.000417,0.0052495,0.0052495,4.363502
+000:01:19,-0.016929,-4.370107,0.001774,0.008532,-0.000344,0.005153,0.005153,4.370107
+000:01:19,-0.017189,-4.379038,0.001632,0.008366,-0.000273,0.004999,0.004999,4.379038
+000:01:19,-0.017582,-4.392422,0.001651,0.008471,-0.000241,0.005061,0.005061,4.392422
+000:01:19,-0.018008,-4.409535,0.001811,0.008742,-0.00029,0.0052765,0.0052765,4.409535
+000:01:19,-0.018442,-4.429312,0.00195,0.008815,-0.000299,0.0053825,0.0053825,4.429312
+000:01:19,-0.018905,-4.451359,0.001942,0.008516,-0.000181,0.005229,0.005229,4.451359
+000:01:19,-0.019311,-4.474194,0.001881,0.008202,-0.000062,0.0050415,0.0050415,4.474194
+000:01:19,-0.019506,-4.495217,0.001952,0.008225,-0.000001,0.0050885,0.0050885,4.495217
+000:01:19,-0.01955,-4.513708,0.002102,0.008443,0.000026,0.0052725,0.0052725,4.513708
+000:01:20,-0.019614,-4.532024,0.00215,0.008528,0.000001,0.005339,0.005339,4.532024
+000:01:20,-0.019646,-4.552534,0.002008,0.008378,-0.000068,0.005193,0.005193,4.552534
+000:01:20,-0.019535,-4.574148,0.001836,0.008292,-0.000121,0.005064,0.005064,4.574148
+000:01:20,-0.01936,-4.593326,0.001839,0.008515,-0.000135,0.005177,0.005177,4.593326
+000:01:20,-0.019219,-4.609218,0.001954,0.008858,-0.000171,0.005406,0.005406,4.609218
+000:01:20,-0.01901,-4.622831,0.002032,0.009049,-0.000218,0.0055405,0.0055405,4.622831
+000:01:20,-0.018695,-4.633647,0.002019,0.009087,-0.000139,0.005553,0.005553,4.633647
+000:01:20,-0.018396,-4.642903,0.002009,0.009185,0.000084,0.005597,0.005597,4.642903
+000:01:20,-0.018213,-4.654014,0.002083,0.009394,0.000258,0.0057385,0.0057385,4.654014
+000:01:20,-0.018079,-4.668858,0.002022,0.009395,0.000295,0.0057085,0.0057085,4.668858
+000:01:21,-0.017906,-4.685726,0.001781,0.009144,0.000277,0.0054625,0.0054625,4.685726
+000:01:21,-0.017862,-4.701432,0.001664,0.009051,0.000216,0.0053575,0.0053575,4.701432
+000:01:21,-0.018087,-4.714989,0.001736,0.009209,0.000111,0.0054725,0.0054725,4.714989
+000:01:21,-0.018485,-4.727122,0.001804,0.009293,-0.000001,0.0055485,0.0055485,4.727122
+000:01:21,-0.018943,-4.737929,0.001723,0.009122,-0.000121,0.0054225,0.0054225,4.737929
+000:01:21,-0.019422,-4.746957,0.001612,0.008963,-0.000233,0.0052875,0.0052875,4.746957
+000:01:21,-0.019917,-4.754681,0.001653,0.009065,-0.000301,0.005359,0.005359,4.754681
+000:01:21,-0.020381,-4.76151,0.001747,0.009185,-0.000357,0.005466,0.005466,4.76151
+000:01:21,-0.020689,-4.767155,0.001788,0.009127,-0.000438,0.0054575,0.0054575,4.767155
+000:01:21,-0.02079,-4.773598,0.001811,0.009079,-0.000507,0.005445,0.005445,4.773598
+000:01:22,-0.020792,-4.784797,0.001881,0.009203,-0.000512,0.005542,0.005542,4.784797
+000:01:22,-0.020729,-4.800982,0.001956,0.009347,-0.000452,0.0056515,0.0056515,4.800982
+000:01:22,-0.02059,-4.819806,0.001886,0.00929,-0.000428,0.005588,0.005588,4.819806
+000:01:22,-0.020434,-4.840498,0.001771,0.009211,-0.000459,0.005491,0.005491,4.840498
+000:01:22,-0.020278,-4.861268,0.001796,0.009344,-0.000391,0.00557,0.00557,4.861268
+000:01:22,-0.020076,-4.87897,0.001828,0.009462,-0.000195,0.005645,0.005645,4.87897
+000:01:22,-0.0199,-4.892798,0.001782,0.00942,-0.000028,0.005601,0.005601,4.892798
+000:01:22,-0.019915,-4.90486,0.00181,0.00946,0.000061,0.005635,0.005635,4.90486
+000:01:22,-0.020093,-4.917452,0.001964,0.00969,0.00011,0.005827,0.005827,4.917452
+000:01:22,-0.02028,-4.930658,0.002106,0.009862,0.000089,0.005984,0.005984,4.930658
+000:01:23,-0.020498,-4.944602,0.002068,0.009742,-0.000001,0.005905,0.005905,4.944602
+000:01:23,-0.020839,-4.959789,0.001958,0.009566,-0.000026,0.005762,0.005762,4.959789
+000:01:23,-0.021171,-4.97602,0.001971,0.009588,0.000058,0.0057795,0.0057795,4.97602
+000:01:23,-0.02139,-4.993403,0.001921,0.009535,0.000089,0.005728,0.005728,4.993403
+000:01:23,-0.02162,-5.011917,0.001715,0.009317,0.000037,0.005516,0.005516,5.011917
+000:01:23,-0.021959,-5.031878,0.001625,0.009293,-0.000042,0.005459,0.005459,5.031878
+000:01:23,-0.0223,-5.053495,0.001679,0.009414,-0.000204,0.0055465,0.0055465,5.053495
+000:01:23,-0.022435,-5.076165,0.001739,0.009419,-0.000373,0.005579,0.005579,5.076165
+000:01:23,-0.022385,-5.098671,0.001838,0.009428,-0.000437,0.005633,0.005633,5.098671
+000:01:23,-0.022222,-5.119445,0.002016,0.009601,-0.000425,0.0058085,0.0058085,5.119445
+000:01:24,-0.021839,-5.135969,0.002168,0.009743,-0.000417,0.0059555,0.0059555,5.135969
+000:01:24,-0.021264,-5.148138,0.002132,0.009635,-0.00042,0.0058835,0.0058835,5.148138
+000:01:24,-0.020713,-5.159731,0.002018,0.009534,-0.000285,0.005776,0.005776,5.159731
+000:01:24,-0.020302,-5.171912,0.002024,0.009688,-0.000007,0.005856,0.005856,5.171912
+000:01:24,-0.019995,-5.182727,0.002025,0.009791,0.000197,0.005908,0.005908,5.182727
+000:01:24,-0.019778,-5.193625,0.001924,0.009674,0.000303,0.005799,0.005799,5.193625
+000:01:24,-0.019696,-5.208123,0.001865,0.009644,0.000363,0.0057545,0.0057545,5.208123
+000:01:24,-0.01983,-5.225069,0.001939,0.009835,0.000332,0.005887,0.005887,5.225069
+000:01:24,-0.02015,-5.242426,0.002031,0.009931,0.000294,0.005981,0.005981,5.242426
+000:01:24,-0.020584,-5.261102,0.001987,0.009736,0.000356,0.0058615,0.0058615,5.261102
+000:01:25,-0.021158,-5.281213,0.00192,0.009572,0.000454,0.005746,0.005746,5.281213
+000:01:25,-0.021835,-5.301974,0.001943,0.009602,0.000473,0.0057725,0.0057725,5.301974
+000:01:25,-0.022463,-5.322066,0.001903,0.009573,0.000411,0.005738,0.005738,5.322066
+000:01:25,-0.022889,-5.340475,0.001824,0.009548,0.000275,0.005686,0.005686,5.340475
+000:01:25,-0.023131,-5.357692,0.001848,0.009709,0.000029,0.0057785,0.0057785,5.357692
+000:01:25,-0.023356,-5.37491,0.001796,0.009796,-0.000271,0.005796,0.005796,5.37491
+000:01:25,-0.023572,-5.392473,0.001617,0.009727,-0.000471,0.005672,0.005672,5.392473
+000:01:25,-0.023564,-5.40971,0.001574,0.009826,-0.000496,0.0057,0.0057,5.40971
+000:01:25,-0.023273,-5.426618,0.001681,0.010064,-0.000438,0.0058725,0.0058725,5.426618
+000:01:25,-0.022782,-5.442921,0.001775,0.010171,-0.000346,0.005973,0.005973,5.442921
+000:01:26,-0.022104,-5.458087,0.001814,0.010186,-0.00012,0.006,0.006,5.458087
+000:01:26,-0.021318,-5.473717,0.001873,0.010301,0.000247,0.006087,0.006087,5.473717
+000:01:26,-0.020547,-5.491463,0.001942,0.010411,0.000554,0.0061765,0.0061765,5.491463
+000:01:26,-0.019889,-5.50914,0.00187,0.010288,0.000695,0.006079,0.006079,5.50914
+000:01:26,-0.019475,-5.524486,0.001754,0.010145,0.000731,0.0059495,0.0059495,5.524486
+000:01:26,-0.019433,-5.539135,0.0018,0.010263,0.000682,0.0060315,0.0060315,5.539135
+000:01:26,-0.019733,-5.555233,0.001946,0.010479,0.000582,0.0062125,0.0062125,5.555233
+000:01:26,-0.020369,-5.573036,0.002024,0.010518,0.000559,0.006271,0.006271,5.573036
+000:01:26,-0.02135,-5.592151,0.001971,0.010361,0.000622,0.006166,0.006166,5.592151
+000:01:26,-0.022373,-5.612982,0.00192,0.010271,0.000644,0.0060955,0.0060955,5.612982
+000:01:27,-0.023181,-5.635269,0.002014,0.010433,0.000619,0.0062235,0.0062235,5.635269
+000:01:27,-0.023744,-5.65718,0.002174,0.010663,0.000523,0.0064185,0.0064185,5.65718
+000:01:27,-0.024086,-5.686535,0.002242,0.010677,0.000294,0.0064595,0.0064595,5.686535
+000:01:27,-0.024258,-5.72731,0.002146,0.01043,0.000021,0.006288,0.006288,5.72731
+000:01:27,-0.024308,-5.761941,0.002012,0.010217,-0.000162,0.0061145,0.0061145,5.761941
+000:01:27,-0.024254,-5.781886,0.002026,0.010304,-0.0002,0.006165,0.006165,5.781886
+000:01:27,-0.024079,-5.793583,0.002113,0.010497,-0.000183,0.006305,0.006305,5.793583
+000:01:27,-0.023759,-5.799852,0.00216,0.01056,-0.000153,0.00636,0.00636,5.799852
+000:01:27,-0.023312,-5.80274,0.002217,0.010636,0.000015,0.0064265,0.0064265,5.80274
+000:01:27,-0.02284,-5.804733,0.002337,0.010855,0.000326,0.006596,0.006596,5.804733
+000:01:28,-0.022389,-5.80746,0.002447,0.011027,0.00055,0.006737,0.006737,5.80746
+000:01:28,-0.021947,-5.812529,0.002381,0.010914,0.000603,0.0066475,0.0066475,5.812529
+000:01:28,-0.021608,-5.821205,0.002208,0.010708,0.000605,0.006458,0.006458,5.821205
+000:01:28,-0.021463,-5.83403,0.00216,0.010719,0.000566,0.0064395,0.0064395,5.83403
+000:01:28,-0.021533,-5.850956,0.002197,0.01081,0.000467,0.0065035,0.0065035,5.850956
+000:01:28,-0.021756,-5.869876,0.002165,0.010743,0.00043,0.006454,0.006454,5.869876
+000:01:28,-0.02216,-5.887368,0.002071,0.010599,0.000484,0.006335,0.006335,5.887368
+000:01:28,-0.022809,-5.902236,0.002045,0.01062,0.000489,0.0063325,0.0063325,5.902236
+000:01:28,-0.023561,-5.916819,0.002145,0.010845,0.000425,0.006495,0.006495,5.916819
+000:01:28,-0.02426,-5.931694,0.002198,0.010901,0.000283,0.0065495,0.0065495,5.931694
+000:01:29,-0.024828,-5.943833,0.002135,0.010623,0.00001,0.006379,0.006379,5.943833
+000:01:29,-0.025207,-5.952576,0.002125,0.010435,-0.000284,0.00628,0.00628,5.952576
+000:01:29,-0.025332,-5.959304,0.002228,0.010581,-0.000447,0.0064045,0.0064045,5.959304
+000:01:29,-0.025285,-5.965223,0.002337,0.010829,-0.000439,0.006583,0.006583,5.965223
+000:01:29,-0.025232,-5.972036,0.002259,0.010841,-0.000389,0.00655,0.00655,5.972036
+000:01:29,-0.02514,-5.97968,0.002047,0.010681,-0.000378,0.006364,0.006364,5.97968
+000:01:29,-0.024848,-5.986437,0.001968,0.010724,-0.000263,0.006346,0.006346,5.986437
+000:01:29,-0.024371,-5.990535,0.00204,0.010995,0.000017,0.0065175,0.0065175,5.990535
+000:01:29,-0.023855,-5.992859,0.002083,0.011149,0.000273,0.006616,0.006616,5.992859
+000:01:29,-0.023375,-5.996954,0.001964,0.010975,0.000419,0.0064695,0.0064695,5.996954
+000:01:30,-0.022956,-6.002961,0.001809,0.010744,0.000521,0.0062765,0.0062765,6.002961
+000:01:30,-0.022611,-6.00933,0.001826,0.010778,0.000557,0.006302,0.006302,6.00933
+000:01:30,-0.0224,-6.01781,0.001952,0.010958,0.000501,0.006455,0.006455,6.01781
+000:01:30,-0.022374,-6.03034,0.001976,0.010896,0.000491,0.006436,0.006436,6.03034
+000:01:30,-0.022508,-6.046288,0.001792,0.010442,0.000573,0.006117,0.006117,6.046288
+000:01:30,-0.022794,-6.066082,0.00159,0.010036,0.000597,0.005813,0.005813,6.066082
+000:01:30,-0.023235,-6.090309,0.001594,0.010053,0.000526,0.0058235,0.0058235,6.090309
+000:01:30,-0.023821,-6.117763,0.00173,0.010281,0.00036,0.0060055,0.0060055,6.117763
+000:01:30,-0.024432,-6.146687,0.001839,0.010405,0.000089,0.006122,0.006122,6.146687
+000:01:30,-0.02493,-6.174067,0.001882,0.010452,-0.000165,0.006167,0.006167,6.174067
+000:01:31,-0.025296,-6.198197,0.001959,0.010646,-0.000287,0.0063025,0.0063025,6.198197
+000:01:31,-0.025566,-6.219688,0.002112,0.010981,-0.000265,0.0065465,0.0065465,6.219688
+000:01:31,-0.025755,-6.238843,0.00208,0.011056,-0.00021,0.006568,0.006568,6.238843
+000:01:31,-0.025815,-6.2546,0.001793,0.010778,-0.000172,0.0062855,0.0062855,6.2546
+000:01:31,-0.025708,-6.265582,0.001584,0.010618,-0.000019,0.006101,0.006101,6.265582
+000:01:31,-0.025501,-6.27067,0.001605,0.010767,0.000257,0.006186,0.006186,6.27067
+000:01:31,-0.025349,-6.271247,0.00169,0.010921,0.000454,0.0063055,0.0063055,6.271247
+000:01:31,-0.025243,-6.271757,0.001649,0.010826,0.000504,0.0062375,0.0062375,6.271757
+000:01:31,-0.025035,-6.273853,0.00157,0.010698,0.000493,0.006134,0.006134,6.273853
+000:01:31,-0.024718,-6.277159,0.001655,0.010841,0.000423,0.006248,0.006248,6.277159
+000:01:32,-0.024457,-6.282623,0.001838,0.011107,0.000303,0.0064725,0.0064725,6.282623
+000:01:32,-0.024273,-6.290882,0.001968,0.011208,0.00028,0.006588,0.006588,6.290882
+000:01:32,-0.024073,-6.302359,0.001994,0.011136,0.00039,0.006565,0.006565,6.302359
+000:01:32,-0.024019,-6.317852,0.002011,0.011159,0.000475,0.006585,0.006585,6.317852
+000:01:32,-0.024304,-6.336625,0.002141,0.011422,0.000483,0.0067815,0.0067815,6.336625
+000:01:32,-0.024825,-6.354827,0.002314,0.011698,0.000374,0.007006,0.007006,6.354827
+000:01:32,-0.025353,-6.369732,0.00238,0.011698,0.00012,0.007039,0.007039,6.369732
+000:01:32,-0.025946,-6.383775,0.002271,0.011421,-0.000148,0.006846,0.006846,6.383775
+000:01:32,-0.026631,-6.400137,0.002119,0.011189,-0.000302,0.006654,0.006654,6.400137
+000:01:32,-0.027101,-6.418219,0.002112,0.011267,-0.000307,0.0066895,0.0066895,6.418219
+000:01:33,-0.027273,-6.437296,0.00222,0.011536,-0.000236,0.006878,0.006878,6.437296
+000:01:33,-0.027342,-6.457628,0.002271,0.011666,-0.000164,0.0069685,0.0069685,6.457628
+000:01:33,-0.027358,-6.477815,0.002121,0.011474,-0.000036,0.0067975,0.0067975,6.477815
+000:01:33,-0.027139,-6.496044,0.001895,0.011233,0.000195,0.006564,0.006564,6.496044
+000:01:33,-0.026625,-6.511049,0.001838,0.01128,0.000391,0.006559,0.006559,6.511049
+000:01:33,-0.026004,-6.52497,0.001936,0.01151,0.000481,0.006723,0.006723,6.52497
+000:01:33,-0.025385,-6.539711,0.002064,0.011535,0.000521,0.0067995,0.0067995,6.539711
+000:01:33,-0.024775,-6.552686,0.002121,0.011227,0.000475,0.006674,0.006674,6.552686
+000:01:33,-0.024282,-6.562019,0.002127,0.010971,0.000351,0.006549,0.006549,6.562019
+000:01:33,-0.024023,-6.568506,0.002222,0.01105,0.000272,0.006636,0.006636,6.568506
+000:01:34,-0.023956,-6.575399,0.002325,0.011198,0.000285,0.0067615,0.0067615,6.575399
+000:01:34,-0.023997,-6.584271,0.002305,0.011156,0.000305,0.0067305,0.0067305,6.584271
+000:01:34,-0.024124,-6.595407,0.002227,0.011076,0.000298,0.0066515,0.0066515,6.595407
+000:01:34,-0.024376,-6.6112,0.002219,0.0112,0.000202,0.0067095,0.0067095,6.6112
+000:01:34,-0.024769,-6.631665,0.002317,0.011524,-0.000068,0.0069205,0.0069205,6.631665
+000:01:34,-0.02522,-6.653863,0.002354,0.01171,-0.000383,0.007032,0.007032,6.653863
+000:01:34,-0.025633,-6.673238,0.002249,0.011592,-0.000542,0.0069205,0.0069205,6.673238
+000:01:34,-0.026008,-6.687093,0.002162,0.011488,-0.000506,0.006825,0.006825,6.687093
+000:01:34,-0.026388,-6.699047,0.002214,0.011624,-0.000393,0.006919,0.006919,6.699047
+000:01:34,-0.026681,-6.711997,0.00235,0.011841,-0.000298,0.0070955,0.0070955,6.711997
+000:01:35,-0.026915,-6.724062,0.002329,0.011813,-0.000152,0.007071,0.007071,6.724062
