97.390873	713.18042	312
92.390873	718.18042	312
97.390873	713.18042	262
92.390873	718.18042	262
97.390873	723.18042	312
97.390873	723.18042	262
102.390873	718.18042	312
102.390873	718.18042	262
93.855339	714.644886	312
93.855339	714.644886	262
97.390873	713.18042	267
97.390873	713.18042	272
97.390873	713.18042	277
97.390873	713.18042	282
97.390873	713.18042	287
97.390873	713.18042	292
97.390873	713.18042	297
97.390873	713.18042	302
97.390873	713.18042	307
92.390873	718.18042	307
92.390873	718.18042	302
92.390873	718.18042	297
92.390873	718.18042	292
92.390873	718.18042	287
92.390873	718.18042	282
92.390873	718.18042	277
92.390873	718.18042	272
92.390873	718.18042	267
93.855339	721.715954	312
97.390873	723.18042	307
97.390873	723.18042	302
97.390873	723.18042	297
97.390873	723.18042	292
97.390873	723.18042	287
97.390873	723.18042	282
97.390873	723.18042	277
97.390873	723.18042	272
97.390873	723.18042	267
93.855339	721.715954	262
100.926407	714.644886	312
102.390873	718.18042	267
102.390873	718.18042	272
102.390873	718.18042	277
102.390873	718.18042	282
102.390873	718.18042	287
102.390873	718.18042	292
102.390873	718.18042	297
102.390873	718.18042	302
102.390873	718.18042	307
100.926407	714.644886	262
100.926407	721.715954	262
100.926407	721.715954	312
93.855339	714.644886	267
93.855339	714.644886	272
93.855339	714.644886	277
93.855339	714.644886	282
93.855339	714.644886	287
93.855339	714.644886	307
93.855339	714.644886	302
93.855339	714.644886	297
93.855339	714.644886	292
93.855339	721.715954	307
93.855339	721.715954	302
93.855339	721.715954	297
93.855339	721.715954	292
93.855339	721.715954	287
93.855339	721.715954	267
93.855339	721.715954	272
93.855339	721.715954	277
93.855339	721.715954	282
100.926407	714.644886	307
100.926407	714.644886	302
100.926407	714.644886	297
100.926407	714.644886	292
100.926407	714.644886	287
100.926407	714.644886	267
100.926407	714.644886	272
100.926407	714.644886	277
100.926407	714.644886	282
100.926407	721.715954	267
100.926407	721.715954	272
100.926407	721.715954	277
100.926407	721.715954	282
100.926407	721.715954	287
100.926407	721.715954	307
100.926407	721.715954	302
100.926407	721.715954	297
100.926407	721.715954	292
