Time,ms,110k Dis,,110k For,,LVDT 1 V,,LVDT 2 V,,LVDT Avg.,SP2 Bloc,,Act. Disp.,,,,,
,,V,inches,V,kips,V,inches,V,inches,inches,V,inches,,,,,,
+000:09:08,500,-0.296,-0.296,-2.779,-27.794,-4.825,0.126,-8.194,0.156,0.141,1.475,-0.08761214,-0.209,,,,,
+000:09:08,600,-0.293,-0.293,-2.781,-27.810,-4.803,0.122,-8.165,0.150,0.136,1.468,-0.09069014,-0.202,,,,,
+000:09:08,700,-0.300,-0.300,-2.784,-27.837,-4.785,0.118,-8.148,0.147,0.132,1.468,-0.09056864,-0.209,,,,,
+000:09:08,800,-0.296,-0.296,-2.785,-27.852,-4.827,0.126,-8.198,0.156,0.141,1.472,-0.08898914,-0.207,,,,,
+000:09:08,900,-0.296,-0.296,-2.781,-27.810,-4.820,0.125,-8.197,0.156,0.140,1.477,-0.08688314,-0.210,,,,,
+000:09:09,0,-0.298,-0.298,-2.786,-27.861,-4.826,0.126,-8.193,0.155,0.141,1.472,-0.08911064,-0.209,,,,,
+000:09:09,100,-0.299,-0.299,-2.784,-27.843,-4.803,0.121,-8.162,0.150,0.135,1.469,-0.09032564,-0.208,,,,,
+000:09:09,200,-0.299,-0.299,-2.786,-27.855,-4.790,0.119,-8.155,0.148,0.134,1.471,-0.08947514,-0.209,,,,,
+000:09:09,300,-0.297,-0.297,-2.789,-27.889,-4.831,0.127,-8.203,0.157,0.142,1.464,-0.09243164,-0.205,,,,,
+000:09:09,400,-0.298,-0.298,-2.780,-27.803,-4.822,0.125,-8.198,0.156,0.141,1.468,-0.09056864,-0.207,,,,,
+000:09:09,500,-0.294,-0.294,-2.779,-27.791,-4.822,0.125,-8.186,0.154,0.140,1.473,-0.08846264,-0.205,,,,,
+000:09:09,600,-0.296,-0.296,-2.784,-27.837,-4.795,0.120,-8.134,0.144,0.132,1.478,-0.08639714,-0.209,,,,,
+000:09:09,700,-0.298,-0.298,-2.788,-27.880,-4.805,0.122,-8.175,0.152,0.137,1.475,-0.08773364,-0.210,,,,,
+000:09:09,800,-0.297,-0.297,-2.782,-27.822,-4.835,0.128,-8.210,0.159,0.143,1.473,-0.08858414,-0.209,,,,,
+000:09:09,900,-0.299,-0.299,-2.786,-27.861,-4.822,0.125,-8.195,0.156,0.140,1.471,-0.08947514,-0.209,,,,,
+000:09:10,0,-0.297,-0.297,-2.786,-27.855,-4.811,0.123,-8.167,0.150,0.137,1.482,-0.08489864,-0.212,,,,,
+000:09:10,100,-0.297,-0.297,-2.782,-27.822,-4.812,0.123,-8.176,0.152,0.138,1.471,-0.08959664,-0.207,,,,,
+000:09:10,200,-0.302,-0.302,-2.787,-27.874,-4.816,0.124,-8.192,0.155,0.140,1.469,-0.09032564,-0.212,,,,,
+000:09:10,300,-0.296,-0.296,-2.779,-27.788,-4.836,0.128,-8.209,0.159,0.143,1.474,-0.08834114,-0.207,,,,,
+000:09:10,400,-0.294,-0.294,-2.783,-27.828,-4.818,0.124,-8.185,0.154,0.139,1.467,-0.09093314,-0.203,,,,,
+000:09:10,500,-0.296,-0.296,-2.779,-27.794,-4.797,0.120,-8.137,0.145,0.133,1.468,-0.09056864,-0.205,,,,,
+000:09:10,600,-0.294,-0.294,-2.782,-27.819,-4.829,0.126,-8.197,0.156,0.141,1.473,-0.08874614,-0.206,,,,,
+000:09:10,700,-0.298,-0.298,-2.786,-27.864,-4.826,0.126,-8.202,0.157,0.142,1.477,-0.08700464,-0.211,,,,,
+000:09:10,800,-0.299,-0.299,-2.786,-27.858,-4.830,0.127,-8.195,0.156,0.141,1.472,-0.08898914,-0.210,,,,,
+000:09:10,900,-0.299,-0.299,-2.785,-27.849,-4.801,0.121,-8.155,0.148,0.135,1.467,-0.09109514,-0.208,,,,,
+000:09:11,0,-0.303,-0.303,-2.785,-27.846,-4.809,0.123,-8.179,0.153,0.138,1.470,-0.08983964,-0.213,,,,,
+000:09:11,100,-0.297,-0.297,-2.784,-27.837,-4.839,0.128,-8.214,0.159,0.144,1.465,-0.09170264,-0.206,,,,,
+000:09:11,200,-0.300,-0.300,-2.787,-27.868,-4.824,0.126,-8.196,0.156,0.141,1.467,-0.09109514,-0.209,,,,,
+000:09:11,300,-0.298,-0.298,-2.786,-27.864,-4.808,0.122,-8.158,0.149,0.136,1.472,-0.08911064,-0.209,,,,,
+000:09:11,400,-0.294,-0.294,-2.780,-27.803,-4.827,0.126,-8.194,0.156,0.141,1.478,-0.08676164,-0.208,,,,,
+000:09:11,500,-0.300,-0.300,-2.788,-27.880,-4.827,0.126,-8.204,0.157,0.142,1.475,-0.08785514,-0.212,,,,,
+000:09:11,600,-0.296,-0.296,-2.780,-27.800,-4.834,0.127,-8.200,0.157,0.142,1.473,-0.08874614,-0.208,,,,,
+000:09:11,700,-0.300,-0.300,-2.783,-27.825,-4.805,0.122,-8.161,0.149,0.136,1.471,-0.08959664,-0.210,,,,,
+000:09:11,800,-0.301,-0.301,-2.787,-27.868,-4.810,0.123,-8.180,0.153,0.138,1.481,-0.08526314,-0.215,,,,,
+000:09:11,900,-0.302,-0.302,-2.784,-27.840,-4.842,0.129,-8.215,0.160,0.144,1.471,-0.08923214,-0.213,,,,,
+000:09:12,0,-0.296,-0.296,-2.784,-27.840,-4.827,0.126,-8.199,0.157,0.141,1.469,-0.09008264,-0.206,,,,,
+000:09:12,100,-0.299,-0.299,-2.783,-27.828,-4.810,0.123,-8.161,0.149,0.136,1.475,-0.08761214,-0.211,,,,,
+000:09:12,200,-0.298,-0.298,-2.788,-27.877,-4.829,0.126,-8.197,0.156,0.141,1.471,-0.08959664,-0.208,,,,,
+000:09:12,300,-0.298,-0.298,-2.783,-27.831,-4.830,0.127,-8.207,0.158,0.142,1.468,-0.09069014,-0.207,,,,,
+000:09:12,400,-0.300,-0.300,-2.781,-27.807,-4.836,0.128,-8.203,0.157,0.143,1.472,-0.08898914,-0.211,,,,,
+000:09:12,500,-0.294,-0.294,-2.783,-27.828,-4.807,0.122,-8.162,0.150,0.136,1.478,-0.08676164,-0.207,,,,,
+000:09:12,600,-0.302,-0.302,-2.785,-27.852,-4.814,0.124,-8.185,0.154,0.139,1.468,-0.09069014,-0.211,,,,,
+000:09:12,700,-0.299,-0.299,-2.784,-27.840,-4.844,0.129,-8.218,0.160,0.145,1.471,-0.08959664,-0.209,,,,,
+000:09:12,800,-0.302,-0.302,-2.786,-27.858,-4.827,0.126,-8.197,0.156,0.141,1.471,-0.08959664,-0.213,,,,,
+000:09:12,900,-0.299,-0.299,-2.785,-27.849,-4.805,0.122,-8.144,0.146,0.134,1.461,-0.09328214,-0.205,,,,,
+000:09:13,0,-0.300,-0.300,-2.783,-27.825,-4.839,0.128,-8.209,0.159,0.143,1.471,-0.08947514,-0.210,,,,,
+000:09:13,100,-0.299,-0.299,-2.786,-27.855,-4.833,0.127,-8.210,0.159,0.143,1.468,-0.09056864,-0.208,,,,,
+000:09:13,200,-0.300,-0.300,-2.786,-27.855,-4.830,0.127,-8.190,0.155,0.141,1.476,-0.08736914,-0.213,,,,,
+000:09:13,300,-0.300,-0.300,-2.778,-27.782,-4.818,0.124,-8.174,0.152,0.138,1.471,-0.08947514,-0.210,,,,,
+000:09:13,400,-0.295,-0.295,-2.781,-27.813,-4.828,0.126,-8.203,0.157,0.142,1.468,-0.09056864,-0.205,,,,,
+000:09:13,500,-0.300,-0.300,-2.783,-27.834,-4.844,0.129,-8.216,0.160,0.145,1.473,-0.08858414,-0.211,,,,,
+000:09:13,600,-0.299,-0.299,-2.784,-27.840,-4.821,0.125,-8.181,0.153,0.139,1.481,-0.08538464,-0.214,,,,,
+000:09:13,700,-0.307,-0.307,-2.791,-27.907,-4.808,0.122,-8.173,0.152,0.137,1.467,-0.09093314,-0.216,,,,,
+000:09:13,800,-0.297,-0.297,-2.782,-27.816,-4.848,0.130,-8.221,0.161,0.145,1.473,-0.08874614,-0.209,,,,,
+000:09:13,900,-0.303,-0.303,-2.786,-27.855,-4.835,0.128,-8.207,0.158,0.143,1.472,-0.08911064,-0.214,,,,,
+000:09:14,0,-0.301,-0.301,-2.784,-27.840,-4.817,0.124,-8.167,0.151,0.137,1.469,-0.09032564,-0.211,,,,,
+000:09:14,100,-0.298,-0.298,-2.783,-27.825,-4.837,0.128,-8.206,0.158,0.143,1.472,-0.08911064,-0.209,,,,,
+000:09:14,200,-0.300,-0.300,-2.783,-27.834,-4.836,0.128,-8.213,0.159,0.144,1.475,-0.08785514,-0.212,,,,,
+000:09:14,300,-0.294,-0.294,-2.782,-27.819,-4.838,0.128,-8.202,0.157,0.143,1.480,-0.08574914,-0.209,,,,,
+000:09:14,400,-0.301,-0.301,-2.781,-27.807,-4.810,0.123,-8.127,0.143,0.133,1.471,-0.08959664,-0.211,,,,,
+000:09:14,500,-0.300,-0.300,-2.784,-27.843,-4.828,0.126,-8.201,0.157,0.142,1.469,-0.09032564,-0.210,,,,,
+000:09:14,600,-0.303,-0.303,-2.784,-27.843,-4.850,0.130,-8.221,0.161,0.146,1.475,-0.08797664,-0.215,,,,,
+000:09:14,700,-0.300,-0.300,-2.785,-27.846,-4.827,0.126,-8.189,0.155,0.140,1.459,-0.09417314,-0.206,,,,,
+000:09:14,800,-0.303,-0.303,-2.790,-27.904,-4.810,0.123,-8.174,0.152,0.137,1.467,-0.09093314,-0.212,,,,,
+000:09:14,900,-0.303,-0.303,-2.783,-27.825,-4.851,0.131,-8.225,0.162,0.146,1.471,-0.08923214,-0.214,,,,,
+000:09:15,0,-0.301,-0.301,-2.784,-27.843,-4.837,0.128,-8.209,0.159,0.143,1.473,-0.08858414,-0.212,,,,,
+000:09:15,100,-0.300,-0.300,-2.778,-27.779,-4.817,0.124,-8.166,0.150,0.137,1.471,-0.08923214,-0.211,,,,,
+000:09:15,200,-0.297,-0.297,-2.784,-27.837,-4.843,0.129,-8.212,0.159,0.144,1.472,-0.08911064,-0.208,,,,,
+000:09:15,300,-0.302,-0.302,-2.781,-27.807,-4.841,0.129,-8.217,0.160,0.144,1.470,-0.08983964,-0.212,,,,,
+000:09:15,400,-0.302,-0.302,-2.784,-27.843,-4.837,0.128,-8.198,0.156,0.142,1.483,-0.08441264,-0.218,,,,,
+000:09:15,500,-0.299,-0.299,-2.782,-27.816,-4.827,0.126,-8.186,0.154,0.140,1.471,-0.08923214,-0.209,,,,,
+000:09:15,600,-0.302,-0.302,-2.788,-27.877,-4.837,0.128,-8.211,0.159,0.143,1.470,-0.08983964,-0.212,,,,,
+000:09:15,700,-0.302,-0.302,-2.789,-27.889,-4.850,0.130,-8.220,0.161,0.145,1.475,-0.08773364,-0.215,,,,,
+000:09:15,800,-0.301,-0.301,-2.784,-27.843,-4.822,0.125,-8.178,0.153,0.139,1.467,-0.09109514,-0.210,,,,,
+000:09:15,900,-0.305,-0.305,-2.789,-27.889,-4.824,0.126,-8.193,0.155,0.140,1.467,-0.09121664,-0.214,,,,,
+000:09:16,0,-0.296,-0.296,-2.777,-27.773,-4.856,0.132,-8.229,0.162,0.147,1.471,-0.08935364,-0.207,,,,,
+000:09:16,100,-0.299,-0.299,-2.781,-27.807,-4.837,0.128,-8.203,0.157,0.143,1.476,-0.08749064,-0.211,,,,,
+000:09:16,200,-0.303,-0.303,-2.781,-27.807,-4.805,0.122,-8.163,0.150,0.136,1.468,-0.09056864,-0.213,,,,,
+000:09:16,300,-0.301,-0.301,-2.781,-27.813,-4.853,0.131,-8.227,0.162,0.146,1.472,-0.08911064,-0.212,,,,,
+000:09:16,400,-0.303,-0.303,-2.783,-27.831,-4.844,0.129,-8.217,0.160,0.145,1.473,-0.08874614,-0.214,,,,,
+000:09:16,500,-0.304,-0.304,-2.783,-27.834,-4.827,0.126,-8.178,0.153,0.139,1.461,-0.09340364,-0.210,,,,,
+000:09:16,600,-0.302,-0.302,-2.783,-27.834,-4.846,0.130,-8.215,0.160,0.145,1.472,-0.08911064,-0.213,,,,,
+000:09:16,700,-0.305,-0.305,-2.787,-27.874,-4.846,0.130,-8.221,0.161,0.145,1.468,-0.09069014,-0.214,,,,,
+000:09:16,800,-0.303,-0.303,-2.781,-27.807,-4.842,0.129,-8.202,0.157,0.143,1.476,-0.08736914,-0.216,,,,,
+000:09:16,900,-0.298,-0.298,-2.779,-27.791,-4.834,0.127,-8.194,0.156,0.141,1.469,-0.09008264,-0.208,,,,,
+000:09:17,0,-0.302,-0.302,-2.783,-27.828,-4.843,0.129,-8.218,0.160,0.145,1.468,-0.09081164,-0.211,,,,,
+000:09:17,100,-0.300,-0.300,-2.783,-27.825,-4.853,0.131,-8.221,0.161,0.146,1.475,-0.08785514,-0.212,,,,,
+000:09:17,200,-0.302,-0.302,-2.787,-27.874,-4.821,0.125,-8.173,0.152,0.138,1.482,-0.08502014,-0.217,,,,,
+000:09:17,300,-0.302,-0.302,-2.788,-27.880,-4.836,0.128,-8.207,0.158,0.143,1.469,-0.09032564,-0.212,,,,,
+000:09:17,400,-0.305,-0.305,-2.787,-27.871,-4.860,0.132,-8.231,0.163,0.147,1.471,-0.08947514,-0.216,,,,,
+000:09:17,500,-0.302,-0.302,-2.787,-27.874,-4.833,0.127,-8.194,0.156,0.141,1.472,-0.08886764,-0.213,,,,,
+000:09:17,600,-0.306,-0.306,-2.786,-27.864,-4.826,0.126,-8.193,0.155,0.141,1.467,-0.09093314,-0.215,,,,,
+000:09:17,700,-0.301,-0.301,-2.783,-27.831,-4.862,0.133,-8.234,0.163,0.148,1.471,-0.08923214,-0.212,,,,,
+000:09:17,800,-0.302,-0.302,-2.780,-27.800,-4.841,0.129,-8.206,0.158,0.143,1.474,-0.08834114,-0.214,,,,,
+000:09:17,900,-0.304,-0.304,-2.783,-27.825,-4.816,0.124,-8.178,0.153,0.138,1.475,-0.08785514,-0.216,,,,,
+000:09:18,0,-0.300,-0.300,-2.779,-27.794,-4.862,0.133,-8.235,0.163,0.148,1.471,-0.08947514,-0.211,,,,,
+000:09:18,100,-0.304,-0.304,-2.786,-27.858,-4.847,0.130,-8.216,0.160,0.145,1.468,-0.09056864,-0.214,,,,,
+000:09:18,200,-0.302,-0.302,-2.785,-27.849,-4.808,0.122,-8.158,0.149,0.136,1.472,-0.08911064,-0.213,,,,,
+000:09:18,300,-0.304,-0.304,-2.787,-27.868,-4.860,0.132,-8.232,0.163,0.148,1.464,-0.09206714,-0.212,,,,,
+000:09:18,400,-0.305,-0.305,-2.785,-27.849,-4.850,0.130,-8.222,0.161,0.146,1.468,-0.09044714,-0.215,,,,,
+000:09:18,500,-0.305,-0.305,-2.782,-27.822,-4.827,0.126,-8.172,0.151,0.139,1.476,-0.08724764,-0.218,,,,,
+000:09:18,600,-0.300,-0.300,-2.782,-27.819,-4.861,0.132,-8.232,0.163,0.148,1.477,-0.08688314,-0.213,,,,,
+000:09:18,700,-0.304,-0.304,-2.782,-27.819,-4.852,0.131,-8.225,0.161,0.146,1.473,-0.08858414,-0.215,,,,,
+000:09:18,800,-0.304,-0.304,-2.782,-27.819,-4.831,0.127,-8.178,0.153,0.140,1.470,-0.08996114,-0.214,,,,,
+000:09:18,900,-0.301,-0.301,-2.776,-27.761,-4.860,0.132,-8.231,0.163,0.148,1.474,-0.08821964,-0.213,,,,,
+000:09:19,0,-0.306,-0.306,-2.782,-27.822,-4.853,0.131,-8.226,0.162,0.146,1.479,-0.08611364,-0.220,,,,,
+000:09:19,100,-0.301,-0.301,-2.783,-27.828,-4.832,0.127,-8.178,0.153,0.140,1.471,-0.08935364,-0.212,,,,,
+000:09:19,200,-0.307,-0.307,-2.783,-27.834,-4.861,0.133,-8.232,0.163,0.148,1.472,-0.08911064,-0.218,,,,,
+000:09:19,300,-0.304,-0.304,-2.785,-27.849,-4.853,0.131,-8.225,0.162,0.146,1.472,-0.08886764,-0.215,,,,,
+000:09:19,400,-0.305,-0.305,-2.780,-27.803,-4.828,0.126,-8.171,0.151,0.139,1.472,-0.08911064,-0.216,,,,,
+000:09:19,500,-0.301,-0.301,-2.783,-27.834,-4.866,0.133,-8.237,0.164,0.149,1.471,-0.08923214,-0.212,,,,,
+000:09:19,600,-0.303,-0.303,-2.782,-27.816,-4.851,0.131,-8.220,0.161,0.146,1.471,-0.08923214,-0.213,,,,,
+000:09:19,700,-0.306,-0.306,-2.783,-27.828,-4.826,0.126,-8.188,0.155,0.140,1.475,-0.08761214,-0.218,,,,,
+000:09:19,800,-0.300,-0.300,-2.781,-27.807,-4.868,0.134,-8.241,0.165,0.149,1.471,-0.08935364,-0.211,,,,,
+000:09:19,900,-0.306,-0.306,-2.781,-27.810,-4.835,0.128,-8.190,0.155,0.141,1.468,-0.09081164,-0.215,,,,,
+000:09:20,0,-0.302,-0.302,-2.780,-27.800,-4.853,0.131,-8.227,0.162,0.146,1.471,-0.08923214,-0.213,,,,,
+000:09:20,100,-0.307,-0.307,-2.782,-27.816,-4.852,0.131,-8.211,0.159,0.145,1.466,-0.09133814,-0.216,,,,,
+000:09:20,200,-0.305,-0.305,-2.784,-27.843,-4.863,0.133,-8.234,0.163,0.148,1.470,-0.08971814,-0.216,,,,,
+000:09:20,300,-0.303,-0.303,-2.780,-27.797,-4.853,0.131,-8.222,0.161,0.146,1.470,-0.08983964,-0.213,,,,,
+000:09:20,400,-0.307,-0.307,-2.783,-27.831,-4.834,0.127,-8.201,0.157,0.142,1.473,-0.08858414,-0.218,,,,,
+000:09:20,500,-0.305,-0.305,-2.780,-27.803,-4.868,0.134,-8.238,0.164,0.149,1.470,-0.08983964,-0.215,,,,,
+000:09:20,600,-0.303,-0.303,-2.776,-27.764,-4.844,0.129,-8.203,0.157,0.143,1.472,-0.08911064,-0.214,,,,,
+000:09:20,700,-0.301,-0.301,-2.781,-27.813,-4.859,0.132,-8.234,0.163,0.148,1.472,-0.08886764,-0.212,,,,,
+000:09:20,800,-0.307,-0.307,-2.781,-27.810,-4.836,0.128,-8.181,0.153,0.141,1.483,-0.08453414,-0.223,,,,,
+000:09:20,900,-0.303,-0.303,-2.780,-27.803,-4.871,0.134,-8.245,0.165,0.150,1.470,-0.08996114,-0.213,,,,,
+000:09:21,0,-0.308,-0.308,-2.780,-27.800,-4.848,0.130,-8.209,0.158,0.144,1.467,-0.09093314,-0.217,,,,,
+000:09:21,100,-0.307,-0.307,-2.781,-27.813,-4.851,0.131,-8.224,0.161,0.146,1.471,-0.08923214,-0.217,,,,,
+000:09:21,200,-0.303,-0.303,-2.779,-27.788,-4.862,0.133,-8.227,0.162,0.147,1.472,-0.08886764,-0.214,,,,,
+000:09:21,300,-0.303,-0.303,-2.780,-27.797,-4.857,0.132,-8.223,0.161,0.147,1.471,-0.08959664,-0.213,,,,,
+000:09:21,400,-0.304,-0.304,-2.781,-27.813,-4.861,0.133,-8.235,0.163,0.148,1.472,-0.08898914,-0.215,,,,,
+000:09:21,500,-0.305,-0.305,-2.770,-27.700,-4.813,0.123,-8.174,0.152,0.138,1.476,-0.08749064,-0.218,,,,,
+000:09:21,600,-0.301,-0.301,-2.779,-27.785,-4.875,0.135,-8.248,0.166,0.151,1.471,-0.08959664,-0.212,,,,,
+000:09:21,700,-0.305,-0.305,-2.778,-27.776,-4.843,0.129,-8.199,0.157,0.143,1.468,-0.09044714,-0.215,,,,,
+000:09:21,800,-0.305,-0.305,-2.783,-27.825,-4.857,0.132,-8.231,0.163,0.147,1.471,-0.08935364,-0.215,,,,,
+000:09:21,900,-0.309,-0.309,-2.780,-27.797,-4.860,0.132,-8.221,0.161,0.147,1.467,-0.09109514,-0.218,,,,,
+000:09:22,0,-0.305,-0.305,-2.779,-27.791,-4.865,0.133,-8.234,0.163,0.148,1.471,-0.08959664,-0.215,,,,,
+000:09:22,100,-0.302,-0.302,-2.780,-27.797,-4.862,0.133,-8.234,0.163,0.148,1.471,-0.08959664,-0.213,,,,,
+000:09:22,200,-0.312,-0.312,-2.786,-27.858,-4.828,0.126,-8.188,0.155,0.140,1.474,-0.08821964,-0.224,,,,,
+000:09:22,300,-0.305,-0.305,-2.783,-27.825,-4.877,0.136,-8.249,0.166,0.151,1.470,-0.08971814,-0.215,,,,,
+000:09:22,400,-0.306,-0.306,-2.778,-27.776,-4.843,0.129,-8.195,0.156,0.142,1.469,-0.09020414,-0.215,,,,,
+000:09:22,500,-0.301,-0.301,-2.782,-27.816,-4.861,0.133,-8.236,0.164,0.148,1.473,-0.08858414,-0.213,,,,,
+000:09:22,600,-0.307,-0.307,-2.778,-27.782,-4.861,0.132,-8.218,0.160,0.146,1.482,-0.08477714,-0.222,,,,,
+000:09:22,700,-0.305,-0.305,-2.782,-27.816,-4.870,0.134,-8.240,0.164,0.149,1.470,-0.08971814,-0.216,,,,,
+000:09:22,800,-0.307,-0.307,-2.785,-27.852,-4.863,0.133,-8.233,0.163,0.148,1.470,-0.08983964,-0.218,,,,,
+000:09:22,900,-0.307,-0.307,-2.783,-27.834,-4.838,0.128,-8.203,0.157,0.143,1.472,-0.08898914,-0.218,,,,,
+000:09:23,0,-0.303,-0.303,-2.781,-27.807,-4.879,0.136,-8.249,0.166,0.151,1.472,-0.08886764,-0.214,,,,,
+000:09:23,100,-0.307,-0.307,-2.782,-27.816,-4.868,0.134,-8.174,0.152,0.143,1.472,-0.08886764,-0.218,,,,,
+000:09:23,200,-0.305,-0.305,-2.783,-27.828,-4.866,0.133,-8.241,0.165,0.149,1.471,-0.08923214,-0.216,,,,,
+000:09:23,300,-0.305,-0.305,-2.777,-27.773,-4.854,0.131,-8.207,0.158,0.145,1.479,-0.08611364,-0.219,,,,,
+000:09:23,400,-0.301,-0.301,-2.778,-27.776,-4.878,0.136,-8.250,0.166,0.151,1.470,-0.08983964,-0.211,,,,,
+000:09:23,500,-0.305,-0.305,-2.776,-27.764,-4.861,0.133,-8.225,0.162,0.147,1.469,-0.09032564,-0.214,,,,,
+000:09:23,600,-0.309,-0.309,-2.781,-27.813,-4.853,0.131,-8.222,0.161,0.146,1.471,-0.08947514,-0.220,,,,,
+000:09:23,700,-0.308,-0.308,-2.783,-27.828,-4.874,0.135,-8.241,0.165,0.150,1.468,-0.09056864,-0.217,,,,,
+000:09:23,800,-0.306,-0.306,-2.779,-27.794,-4.865,0.133,-8.230,0.163,0.148,1.472,-0.08911064,-0.217,,,,,
+000:09:23,900,-0.306,-0.306,-2.780,-27.797,-4.869,0.134,-8.242,0.165,0.149,1.470,-0.08971814,-0.216,,,,,
+000:09:24,0,-0.307,-0.307,-2.783,-27.825,-4.834,0.127,-8.193,0.155,0.141,1.472,-0.08886764,-0.218,,,,,
+000:09:24,100,-0.307,-0.307,-2.779,-27.791,-4.882,0.137,-8.254,0.167,0.152,1.468,-0.09044714,-0.216,,,,,
+000:09:24,200,-0.304,-0.304,-2.780,-27.803,-4.843,0.129,-8.177,0.152,0.141,1.472,-0.08886764,-0.216,,,,,
+000:09:24,300,-0.304,-0.304,-2.778,-27.779,-4.870,0.134,-8.243,0.165,0.150,1.474,-0.08834114,-0.215,,,,,
+000:09:24,400,-0.307,-0.307,-2.777,-27.773,-4.858,0.132,-8.211,0.159,0.145,1.483,-0.08453414,-0.223,,,,,
+000:09:24,500,-0.308,-0.308,-2.776,-27.761,-4.882,0.136,-8.254,0.167,0.152,1.469,-0.09008264,-0.218,,,,,
+000:09:24,600,-0.309,-0.309,-2.779,-27.794,-4.862,0.133,-8.225,0.161,0.147,1.469,-0.09032564,-0.218,,,,,
+000:09:24,700,-0.309,-0.309,-2.778,-27.782,-4.860,0.132,-8.230,0.163,0.147,1.472,-0.08911064,-0.220,,,,,
+000:09:24,800,-0.305,-0.305,-2.781,-27.813,-4.875,0.135,-8.238,0.164,0.150,1.471,-0.08923214,-0.215,,,,,
+000:09:24,900,-0.309,-0.309,-2.782,-27.816,-4.872,0.135,-8.240,0.164,0.150,1.472,-0.08886764,-0.220,,,,,
+000:09:25,0,-0.307,-0.307,-2.779,-27.788,-4.871,0.135,-8.242,0.165,0.150,1.469,-0.09008264,-0.216,,,,,
+000:09:25,100,-0.307,-0.307,-2.778,-27.776,-4.846,0.130,-8.211,0.159,0.144,1.477,-0.08700464,-0.220,,,,,
+000:09:25,200,-0.303,-0.303,-2.779,-27.788,-4.884,0.137,-8.254,0.167,0.152,1.471,-0.08923214,-0.213,,,,,
+000:09:25,300,-0.309,-0.309,-2.778,-27.782,-4.860,0.132,-8.217,0.160,0.146,1.472,-0.08911064,-0.220,,,,,
+000:09:25,400,-0.307,-0.307,-2.774,-27.742,-4.875,0.135,-8.249,0.166,0.151,1.468,-0.09081164,-0.216,,,,,
+000:09:25,500,-0.308,-0.308,-2.782,-27.819,-4.836,0.128,-8.181,0.153,0.140,1.467,-0.09109514,-0.217,,,,,
+000:09:25,600,-0.310,-0.310,-2.779,-27.788,-4.888,0.138,-8.259,0.168,0.153,1.471,-0.08935364,-0.220,,,,,
+000:09:25,700,-0.307,-0.307,-2.779,-27.788,-4.848,0.130,-8.198,0.156,0.143,1.472,-0.08898914,-0.218,,,,,
+000:09:25,800,-0.306,-0.306,-2.781,-27.813,-4.876,0.135,-8.250,0.166,0.151,1.472,-0.08898914,-0.217,,,,,
+000:09:25,900,-0.307,-0.307,-2.783,-27.834,-4.855,0.131,-8.202,0.157,0.144,1.469,-0.09008264,-0.217,,,,,
+000:09:26,0,-0.306,-0.306,-2.777,-27.773,-4.889,0.138,-8.261,0.168,0.153,1.473,-0.08874614,-0.217,,,,,
+000:09:26,100,-0.303,-0.303,-2.775,-27.745,-4.855,0.131,-8.208,0.158,0.145,1.475,-0.08785514,-0.215,,,,,
+000:09:26,200,-0.309,-0.309,-2.782,-27.819,-4.875,0.135,-8.250,0.166,0.151,1.479,-0.08599214,-0.223,,,,,
+000:09:26,300,-0.309,-0.309,-2.776,-27.755,-4.860,0.132,-8.210,0.159,0.145,1.471,-0.08947514,-0.219,,,,,
+000:09:26,400,-0.309,-0.309,-2.779,-27.794,-4.889,0.138,-8.262,0.169,0.153,1.474,-0.08834114,-0.221,,,,,
+000:09:26,500,-0.309,-0.309,-2.776,-27.761,-4.858,0.132,-8.213,0.159,0.146,1.471,-0.08923214,-0.220,,,,,
+000:09:26,600,-0.309,-0.309,-2.776,-27.764,-4.876,0.135,-8.250,0.166,0.151,1.468,-0.09044714,-0.219,,,,,
+000:09:26,700,-0.307,-0.307,-2.778,-27.779,-4.861,0.133,-8.211,0.159,0.146,1.471,-0.08947514,-0.218,,,,,
+000:09:26,800,-0.310,-0.310,-2.779,-27.788,-4.891,0.138,-8.264,0.169,0.154,1.473,-0.08846264,-0.221,,,,,
+000:09:26,900,-0.307,-0.307,-2.779,-27.794,-4.860,0.132,-8.214,0.160,0.146,1.476,-0.08736914,-0.219,,,,,
+000:09:27,0,-0.304,-0.304,-2.774,-27.739,-4.878,0.136,-8.251,0.166,0.151,1.472,-0.08886764,-0.215,,,,,
+000:09:27,100,-0.312,-0.312,-2.783,-27.825,-4.863,0.133,-8.213,0.159,0.146,1.472,-0.08911064,-0.223,,,,,
+000:09:27,200,-0.307,-0.307,-2.777,-27.770,-4.892,0.138,-8.265,0.169,0.154,1.475,-0.08785514,-0.219,,,,,
+000:09:27,300,-0.310,-0.310,-2.782,-27.816,-4.860,0.132,-8.213,0.159,0.146,1.470,-0.08971814,-0.221,,,,,
+000:09:27,400,-0.310,-0.310,-2.778,-27.782,-4.880,0.136,-8.254,0.167,0.152,1.468,-0.09069014,-0.219,,,,,
+000:09:27,500,-0.309,-0.309,-2.776,-27.764,-4.860,0.132,-8.207,0.158,0.145,1.471,-0.08923214,-0.220,,,,,
+000:09:27,600,-0.307,-0.307,-2.776,-27.761,-4.894,0.139,-8.266,0.169,0.154,1.478,-0.08676164,-0.221,,,,,
