-304.88	-142.715	127
-295.63	-151.965	127
-314.13	-151.965	127
-304.88	-161.215	127
-304.88	-142.715	279
-314.13	-151.965	279
-304.88	-161.215	279
-295.63	-151.965	279
-298.339262	-145.424262	127
-311.420738	-145.424262	127
-298.339262	-158.505738	127
-311.420738	-158.505738	127
-311.420738	-145.424262	279
-314.13	-151.965	142.2
-314.13	-151.965	157.4
-314.13	-151.965	172.599998
-314.13	-151.965	187.799999
-314.13	-151.965	203
-314.13	-151.965	218.199997
-314.13	-151.965	233.400002
-314.13	-151.965	248.599998
-314.13	-151.965	263.800003
-304.88	-142.715	263.800003
-304.88	-142.715	248.599998
-304.88	-142.715	233.400002
-304.88	-142.715	218.199997
-304.88	-142.715	203
-304.88	-142.715	187.799999
-304.88	-142.715	172.599998
-304.88	-142.715	157.4
-304.88	-142.715	142.2
-304.88	-161.215	142.2
-304.88	-161.215	157.4
-304.88	-161.215	172.599998
-304.88	-161.215	187.799999
-304.88	-161.215	203
-304.88	-161.215	218.199997
-304.88	-161.215	233.400002
-304.88	-161.215	248.599998
-304.88	-161.215	263.800003
-311.420738	-158.505738	279
-295.63	-151.965	263.800003
-295.63	-151.965	248.599998
-295.63	-151.965	233.400002
-295.63	-151.965	218.199997
-295.63	-151.965	203
-295.63	-151.965	187.799999
-295.63	-151.965	172.599998
-295.63	-151.965	157.4
-295.63	-151.965	142.2
-298.339262	-145.424262	279
-298.339262	-158.505738	279
-311.420738	-145.424262	263.800003
-311.420738	-145.424262	248.599998
-311.420738	-145.424262	233.400002
-311.420738	-145.424262	218.199997
-311.420738	-145.424262	203
-311.420738	-145.424262	187.799999
-311.420738	-145.424262	172.599998
-311.420738	-145.424262	157.4
-311.420738	-145.424262	142.2
-311.420738	-158.505738	142.2
-311.420738	-158.505738	157.4
-311.420738	-158.505738	172.599998
-311.420738	-158.505738	187.799999
-311.420738	-158.505738	203
-311.420738	-158.505738	218.199997
-311.420738	-158.505738	233.400002
-311.420738	-158.505738	248.599998
-311.420738	-158.505738	263.800003
-298.339262	-145.424262	142.2
-298.339262	-145.424262	157.4
-298.339262	-145.424262	172.599998
-298.339262	-145.424262	187.799999
-298.339262	-145.424262	203
-298.339262	-145.424262	218.199997
-298.339262	-145.424262	233.400002
-298.339262	-145.424262	248.599998
-298.339262	-145.424262	263.800003
-298.339262	-158.505738	263.800003
-298.339262	-158.505738	248.599998
-298.339262	-158.505738	233.400002
-298.339262	-158.505738	218.199997
-298.339262	-158.505738	203
-298.339262	-158.505738	187.799999
-298.339262	-158.505738	172.599998
-298.339262	-158.505738	157.4
-298.339262	-158.505738	142.2
